timestamp,province,district,consumption_kwh
2020-01-01 07:30:00,Bujumbura_Rural,Bujumbura_Rural_District_1,360.10569487481166
2020-01-01 00:24:00,Bubanza,Bubanza_District_2,645.9383929274708
2020-01-01 05:16:00,Karusi,Karusi_District_1,485.3633943929366
2020-01-01 15:55:00,Bujumbura_Rural,Bujumbura_Rural_District_4,520.9513940352626
2020-01-01 02:47:00,Bururi,Bururi_District_1,512.5028025154094
2020-01-01 07:34:00,Ngozi,Ngozi_District_3,669.5730927119625
2020-01-01 06:36:00,Bururi,Bururi_District_3,509.791430185307
2020-01-01 22:48:00,Muyinga,Muyinga_District_3,304.6464996137991
2020-01-01 22:12:00,Rumonge,Rumonge_District_3,445.10866191039514
2020-01-01 14:17:00,Makamba,Makamba_District_3,581.061728606536
2020-01-01 13:29:00,Ruyigi,Ruyigi_District_1,301.93909372739796
2020-01-01 00:37:00,Rumonge,Rumonge_District_4,569.9861308680302
2020-01-01 00:23:00,Bujumbura,Bujumbura_District_3,393.14484615913136
2020-01-01 01:53:00,Muramvya,Muramvya_District_1,485.9230697271596
2020-01-01 07:25:00,Bujumbura_Rural,Bujumbura_Rural_District_3,480.1073014359773
2020-01-01 06:45:00,Gitega,Gitega_District_2,465.5142850550824
2020-01-01 09:10:00,Bujumbura_Rural,Bujumbura_Rural_District_2,426.31685830584394
2020-01-01 04:34:00,Mwaro,Mwaro_District_3,417.94311020912755
2020-01-01 23:56:00,Mwaro,Mwaro_District_4,693.2613583087972
2020-01-01 17:02:00,Bujumbura,Bujumbura_District_1,576.325992637696
2020-01-01 13:07:00,Gitega,Gitega_District_1,527.5331577097448
2020-01-01 14:34:00,Muramvya,Muramvya_District_2,261.57802747387234
2020-01-01 13:39:00,Ruyigi,Ruyigi_District_1,583.1191103713944
2020-01-01 01:41:00,Muramvya,Muramvya_District_4,408.49478079050994
2020-01-01 06:52:00,Mwaro,Mwaro_District_1,615.8937108817429
2020-01-01 10:20:00,Bururi,Bururi_District_4,558.4433271678497
2020-01-01 09:53:00,Bujumbura_Rural,Bujumbura_Rural_District_3,372.5701893302005
2020-01-01 12:40:00,Mwaro,Mwaro_District_3,475.6644825295274
2020-01-01 03:23:00,Bubanza,Bubanza_District_3,464.204758923237
2020-01-01 05:40:00,Ngozi,Ngozi_District_1,484.5265814857756
2020-01-01 10:08:00,Rutana,Rutana_District_5,364.5099596082591
2020-01-01 06:09:00,Ngozi,Ngozi_District_2,659.829374451185
2020-01-01 14:50:00,Makamba,Makamba_District_3,574.9494633359213
2020-01-01 17:36:00,Cibitoke,Cibitoke_District_4,389.07775780035166
2020-01-01 00:14:00,Bujumbura,Bujumbura_District_5,463.7637081892034
2020-01-01 14:38:00,Rumonge,Rumonge_District_1,582.8466846004029
2020-01-01 23:57:00,Cibitoke,Cibitoke_District_1,414.7096696359548
2020-01-01 13:29:00,Cankuzo,Cankuzo_District_4,397.4385031558073
2020-01-01 14:38:00,Muyinga,Muyinga_District_2,411.88299569466074
2020-01-01 15:32:00,Rumonge,Rumonge_District_3,398.98746316043685
2020-01-01 13:30:00,Rumonge,Rumonge_District_3,517.9320319493909
2020-01-01 08:13:00,Bujumbura,Bujumbura_District_4,423.1998343281531
2020-01-01 18:16:00,Karusi,Karusi_District_1,314.6166572590554
2020-01-01 20:11:00,Cankuzo,Cankuzo_District_2,660.9138607034602
2020-01-01 11:09:00,Mwaro,Mwaro_District_1,572.9852403906855
2020-01-01 18:14:00,Cibitoke,Cibitoke_District_2,414.219784376802
2020-01-01 04:55:00,Kayanza,Kayanza_District_3,657.6035739299958
2020-01-01 16:54:00,Bubanza,Bubanza_District_3,530.8914176468554
2020-01-01 19:40:00,Ngozi,Ngozi_District_4,516.8008786388227
2020-01-01 12:47:00,Rutana,Rutana_District_1,294.6226525897294
2020-01-01 15:18:00,Makamba,Makamba_District_2,674.6148884156981
2020-01-01 08:03:00,Muramvya,Muramvya_District_3,215.591732821784
2020-01-01 21:59:00,Makamba,Makamba_District_1,444.57724827087765
2020-01-01 21:35:00,Ruyigi,Ruyigi_District_1,510.53014101566924
2020-01-01 00:25:00,Cankuzo,Cankuzo_District_5,519.2641540535474
2020-01-01 06:56:00,Ngozi,Ngozi_District_2,441.9637774478773
2020-01-01 06:39:00,Bujumbura_Rural,Bujumbura_Rural_District_4,752.624999902105
2020-01-01 05:53:00,Rumonge,Rumonge_District_4,697.645193080211
2020-01-01 21:17:00,Rutana,Rutana_District_5,525.7774575458131
2020-01-01 01:10:00,Bujumbura,Bujumbura_District_3,420.53138176970026
2020-01-01 18:41:00,Bururi,Bururi_District_1,761.7096296137547
2020-01-01 00:54:00,Bujumbura,Bujumbura_District_5,723.9310971439744
2020-01-01 11:28:00,Karusi,Karusi_District_3,607.0684218152006
2020-01-01 16:20:00,Bujumbura_Rural,Bujumbura_Rural_District_4,637.6787101077723
2020-01-01 17:36:00,Bujumbura,Bujumbura_District_5,471.6064971313792
2020-01-01 17:55:00,Kayanza,Kayanza_District_4,348.90007982966586
2020-01-01 15:58:00,Kirundo,Kirundo_District_3,424.8180992960792
2020-01-01 19:08:00,Kayanza,Kayanza_District_1,487.9546783980019
2020-01-01 16:17:00,Ngozi,Ngozi_District_2,571.2226570794958
2020-01-01 12:21:00,Muyinga,Muyinga_District_2,415.1485023393617
2020-01-01 12:42:00,Cibitoke,Cibitoke_District_1,544.6579840271544
2020-01-01 03:11:00,Rumonge,Rumonge_District_5,488.20754250803503
2020-01-01 08:17:00,Gitega,Gitega_District_3,356.7617807451354
2020-01-01 19:32:00,Cankuzo,Cankuzo_District_1,597.6046456690826
2020-01-01 18:51:00,Karusi,Karusi_District_1,432.1867454718089
2020-01-01 09:01:00,Bubanza,Bubanza_District_3,437.4826606219609
2020-01-01 12:23:00,Karusi,Karusi_District_1,363.6473240709396
2020-01-01 23:18:00,Bururi,Bururi_District_1,324.7268580903775
2020-01-01 01:17:00,Bubanza,Bubanza_District_1,441.143508126667
2020-01-01 12:57:00,Bujumbura_Rural,Bujumbura_Rural_District_4,579.9481600332672
2020-01-01 03:05:00,Gitega,Gitega_District_2,384.9201877972191
2020-01-01 22:06:00,Rumonge,Rumonge_District_3,200.50533365759716
2020-01-01 13:38:00,Cankuzo,Cankuzo_District_5,489.5573744558736
2020-01-01 05:39:00,Cankuzo,Cankuzo_District_2,488.5999281542909
2020-01-01 21:17:00,Muyinga,Muyinga_District_1,478.9578641104394
2020-01-01 21:34:00,Cankuzo,Cankuzo_District_3,456.62366513801624
2020-01-01 04:41:00,Ruyigi,Ruyigi_District_1,435.7908905540384
2020-01-01 07:35:00,Muramvya,Muramvya_District_4,512.3874653635773
2020-01-01 12:33:00,Rumonge,Rumonge_District_1,367.92481089178574
2020-01-01 05:12:00,Rumonge,Rumonge_District_1,521.5690897397212
2020-01-01 18:14:00,Mwaro,Mwaro_District_1,487.6298376060087
2020-01-01 18:16:00,Muramvya,Muramvya_District_1,470.2734919073773
2020-01-01 01:31:00,Cankuzo,Cankuzo_District_4,497.27738941597386
2020-01-01 11:51:00,Rumonge,Rumonge_District_5,521.2631323444101
2020-01-01 01:18:00,Ruyigi,Ruyigi_District_1,716.9858924686737
2020-01-01 19:29:00,Cibitoke,Cibitoke_District_4,456.65371709479507
2020-01-01 00:58:00,Mwaro,Mwaro_District_1,473.69958151926227
2020-01-01 16:10:00,Bururi,Bururi_District_2,529.9753531843634
2020-01-01 23:11:00,Cankuzo,Cankuzo_District_2,587.3638594852364
2020-01-01 12:21:00,Mwaro,Mwaro_District_4,407.24505468842636
2020-01-01 10:31:00,Cankuzo,Cankuzo_District_1,205.75937627569445
2020-01-01 05:23:00,Kayanza,Kayanza_District_1,510.9939738144438
2020-01-01 03:51:00,Muyinga,Muyinga_District_3,393.84860056299743
2020-01-01 12:06:00,Muyinga,Muyinga_District_2,450.7935986318451
2020-01-01 12:41:00,Karusi,Karusi_District_1,709.5107263025764
2020-01-01 20:00:00,Bujumbura_Rural,Bujumbura_Rural_District_1,566.2526871338284
2020-01-01 02:11:00,Makamba,Makamba_District_3,479.27939761598026
2020-01-01 13:30:00,Gitega,Gitega_District_1,693.7408883307369
2020-01-01 15:49:00,Kayanza,Kayanza_District_5,643.0286120890479
2020-01-01 14:17:00,Karusi,Karusi_District_2,472.7491992258049
2020-01-01 00:03:00,Mwaro,Mwaro_District_2,624.7212084035807
2020-01-01 07:46:00,Ngozi,Ngozi_District_3,494.0255298752518
2020-01-01 06:22:00,Gitega,Gitega_District_3,595.785274991106
2020-01-01 20:06:00,Muyinga,Muyinga_District_3,550.0264153768111
2020-01-01 21:02:00,Bururi,Bururi_District_3,530.26467651474
2020-01-01 18:55:00,Karusi,Karusi_District_3,360.61961192557396
2020-01-01 01:41:00,Cibitoke,Cibitoke_District_1,497.23806677049953
2020-01-01 00:36:00,Kirundo,Kirundo_District_4,504.875853887531
2020-01-01 01:15:00,Ngozi,Ngozi_District_2,416.2663639349998
2020-01-01 10:26:00,Kayanza,Kayanza_District_2,606.2030260773282
2020-01-01 10:09:00,Ruyigi,Ruyigi_District_1,589.6835030501113
2020-01-01 22:30:00,Bujumbura,Bujumbura_District_1,636.9344873829257
2020-01-01 22:31:00,Ruyigi,Ruyigi_District_3,792.9338895450063
2020-01-01 02:45:00,Makamba,Makamba_District_2,642.074710996227
2020-01-01 07:36:00,Ngozi,Ngozi_District_2,416.58834608344733
2020-01-01 13:37:00,Makamba,Makamba_District_1,578.27217294207
2020-01-01 07:55:00,Bujumbura,Bujumbura_District_3,595.3791463003589
2020-01-01 00:26:00,Mwaro,Mwaro_District_1,449.6076011511101
2020-01-01 01:34:00,Bujumbura,Bujumbura_District_5,493.6945490603986
2020-01-01 21:55:00,Bujumbura_Rural,Bujumbura_Rural_District_1,603.3318857300882
2020-01-01 17:21:00,Kirundo,Kirundo_District_2,467.6713274094817
2020-01-01 06:13:00,Karusi,Karusi_District_2,353.51454891172943
2020-01-01 19:01:00,Ngozi,Ngozi_District_4,583.6410219893164
2020-01-01 17:18:00,Muramvya,Muramvya_District_4,516.3755036759206
2020-01-01 08:38:00,Muyinga,Muyinga_District_3,301.5069590006557
2020-01-01 21:15:00,Bujumbura_Rural,Bujumbura_Rural_District_4,625.1955257830698
2020-01-01 14:32:00,Bujumbura_Rural,Bujumbura_Rural_District_4,530.175371123038
2020-01-01 20:37:00,Gitega,Gitega_District_1,489.54158002505335
2020-01-01 19:04:00,Mwaro,Mwaro_District_3,423.2393759807682
2020-01-01 01:38:00,Muramvya,Muramvya_District_4,456.63786885766353
2020-01-01 13:28:00,Ngozi,Ngozi_District_1,629.5979651088653
2020-01-01 20:40:00,Makamba,Makamba_District_3,482.4359578809066
2020-01-01 09:22:00,Makamba,Makamba_District_2,385.9426980535931
2020-01-01 21:30:00,Cankuzo,Cankuzo_District_3,458.87304044700534
2020-01-01 16:11:00,Bururi,Bururi_District_3,360.69847247521477
2020-01-01 01:48:00,Bururi,Bururi_District_1,612.5858346330459
2020-01-01 23:45:00,Makamba,Makamba_District_2,459.7475556729324
2020-01-01 03:05:00,Bujumbura_Rural,Bujumbura_Rural_District_3,780.6319847731594
2020-01-01 15:26:00,Muyinga,Muyinga_District_1,439.3103950875682
2020-01-01 07:51:00,Bururi,Bururi_District_3,507.9297064335733
2020-01-01 23:53:00,Kayanza,Kayanza_District_3,542.6365175936688
2020-01-01 16:24:00,Mwaro,Mwaro_District_2,538.6045431472262
2020-01-01 01:03:00,Ngozi,Ngozi_District_4,630.9543986349952
2020-01-01 05:13:00,Cibitoke,Cibitoke_District_1,555.393380002262
2020-01-01 22:58:00,Rutana,Rutana_District_4,530.8900317295108
2020-01-01 10:52:00,Kirundo,Kirundo_District_4,615.1149136361079
2020-01-01 11:27:00,Kirundo,Kirundo_District_2,509.4347494343845
2020-01-01 05:57:00,Bujumbura,Bujumbura_District_1,485.91240782748514
2020-01-01 02:26:00,Bururi,Bururi_District_2,394.1323574173113
2020-01-01 04:58:00,Makamba,Makamba_District_1,517.6645523303405
2020-01-01 20:22:00,Cibitoke,Cibitoke_District_4,403.06934202890125
2020-01-01 14:25:00,Muyinga,Muyinga_District_3,431.3647306328544
2020-01-01 06:42:00,Cankuzo,Cankuzo_District_5,495.6221419006437
2020-01-01 13:47:00,Bujumbura,Bujumbura_District_1,740.5023787685335
2020-01-01 01:20:00,Rumonge,Rumonge_District_1,349.38258285704393
2020-01-01 17:17:00,Karusi,Karusi_District_2,471.82117640641616
2020-01-01 15:08:00,Cankuzo,Cankuzo_District_2,553.5494076468033
2020-01-01 02:36:00,Ruyigi,Ruyigi_District_2,501.1584747748382
2020-01-01 00:45:00,Bujumbura,Bujumbura_District_1,470.8111552764121
2020-01-01 05:56:00,Muramvya,Muramvya_District_1,584.8042974174502
2020-01-01 18:53:00,Muramvya,Muramvya_District_4,567.1715923429579
2020-01-01 21:39:00,Rutana,Rutana_District_4,294.8146614064446
2020-01-01 22:36:00,Ngozi,Ngozi_District_1,589.4374917971367
2020-01-01 00:06:00,Rutana,Rutana_District_5,560.3919337469372
2020-01-01 06:47:00,Kayanza,Kayanza_District_1,354.3858886898001
2020-01-01 03:08:00,Karusi,Karusi_District_3,222.61815297037361
2020-01-01 17:51:00,Ruyigi,Ruyigi_District_1,488.8229310863596
2020-01-01 02:23:00,Cibitoke,Cibitoke_District_2,617.8160450401263
2020-01-01 01:00:00,Rumonge,Rumonge_District_2,195.95040807797594
2020-01-01 04:55:00,Rumonge,Rumonge_District_3,463.9063648997581
2020-01-01 00:00:00,Ngozi,Ngozi_District_4,492.7126695387127
2020-01-01 18:11:00,Rutana,Rutana_District_2,537.6744957693381
2020-01-01 14:23:00,Ngozi,Ngozi_District_2,691.4333465770148
2020-01-01 22:14:00,Bujumbura_Rural,Bujumbura_Rural_District_4,427.42519211138915
2020-01-01 14:33:00,Kirundo,Kirundo_District_1,576.1263562805071
2020-01-01 13:04:00,Kirundo,Kirundo_District_2,577.0807826729924
2020-01-01 08:06:00,Bujumbura,Bujumbura_District_4,434.1200574076547
2020-01-01 17:30:00,Mwaro,Mwaro_District_1,562.6414795114638
2020-01-01 13:28:00,Kayanza,Kayanza_District_3,589.831936843246
2020-01-01 22:48:00,Bubanza,Bubanza_District_3,458.7952196699015
2020-01-01 02:17:00,Mwaro,Mwaro_District_4,456.1511410232553
2020-01-01 03:34:00,Bujumbura,Bujumbura_District_2,415.30616338013465
2020-01-01 14:55:00,Kirundo,Kirundo_District_2,643.7665136813961
2020-01-01 22:37:00,Bururi,Bururi_District_5,434.3338459398037
2020-01-01 14:23:00,Bujumbura_Rural,Bujumbura_Rural_District_1,648.930664118232
2020-01-01 11:29:00,Bururi,Bururi_District_2,589.0586886814572
2020-01-01 07:47:00,Rumonge,Rumonge_District_3,667.6424478259887
2020-01-01 12:56:00,Rutana,Rutana_District_5,481.361402863764
2020-01-01 00:03:00,Bujumbura,Bujumbura_District_4,471.5990694396618
2020-01-01 10:43:00,Rutana,Rutana_District_4,582.4109209652097
2020-01-01 05:11:00,Mwaro,Mwaro_District_3,554.3327205058989
2020-01-01 23:06:00,Bubanza,Bubanza_District_2,338.6578127910479
2020-01-01 15:45:00,Kayanza,Kayanza_District_4,399.98229891186446
2020-01-01 03:45:00,Kayanza,Kayanza_District_5,566.5440145702366
2020-01-01 20:57:00,Kirundo,Kirundo_District_2,576.7015076624807
2020-01-01 11:07:00,Cibitoke,Cibitoke_District_2,401.75697293507704
2020-01-01 21:36:00,Muramvya,Muramvya_District_3,649.784295909167
2020-01-01 05:24:00,Mwaro,Mwaro_District_4,489.36182819206675
2020-01-01 08:43:00,Rumonge,Rumonge_District_3,431.1582841269749
2020-01-01 08:05:00,Muramvya,Muramvya_District_2,588.7542651650883
2020-01-01 21:17:00,Rumonge,Rumonge_District_2,444.4342563921113
2020-01-01 21:33:00,Kirundo,Kirundo_District_3,675.2350641456444
2020-01-01 08:11:00,Bujumbura,Bujumbura_District_4,191.63873902019782
2020-01-01 14:12:00,Rumonge,Rumonge_District_4,574.0034666543738
2020-01-01 05:33:00,Bururi,Bururi_District_3,599.8647457765686
2020-01-01 00:46:00,Makamba,Makamba_District_2,557.7097334591961
2020-01-01 14:12:00,Gitega,Gitega_District_2,471.6255528796258
2020-01-01 11:46:00,Cankuzo,Cankuzo_District_1,505.82782851986696
2020-01-01 16:48:00,Bujumbura_Rural,Bujumbura_Rural_District_3,387.9352123090714
2020-01-01 10:09:00,Karusi,Karusi_District_1,720.9154819799745
2020-01-01 14:32:00,Cibitoke,Cibitoke_District_4,467.6267941750406
2020-01-01 14:30:00,Makamba,Makamba_District_1,488.37877301150934
2020-01-01 23:01:00,Makamba,Makamba_District_1,340.7291402455518
2020-01-01 06:08:00,Muyinga,Muyinga_District_1,351.5005516771124
2020-01-01 15:34:00,Ngozi,Ngozi_District_4,284.8859716898776
2020-01-01 16:08:00,Kayanza,Kayanza_District_1,662.0495702960587
2020-01-01 23:54:00,Cibitoke,Cibitoke_District_4,490.7811409276591
2020-01-01 20:42:00,Bururi,Bururi_District_5,422.46994726770623
2020-01-01 09:11:00,Karusi,Karusi_District_2,532.9500823100456
2020-01-01 21:01:00,Bujumbura_Rural,Bujumbura_Rural_District_4,572.3355381708383
2020-01-01 13:39:00,Bujumbura_Rural,Bujumbura_Rural_District_2,496.96663084757387
2020-01-01 09:33:00,Bubanza,Bubanza_District_1,605.1200018728327
2020-01-01 12:23:00,Bujumbura_Rural,Bujumbura_Rural_District_4,556.2576690864299
2020-01-01 22:32:00,Rumonge,Rumonge_District_4,556.5161199385805
2020-01-01 00:50:00,Gitega,Gitega_District_3,541.1314680907376
2020-01-01 21:06:00,Karusi,Karusi_District_3,411.6181622752407
2020-01-01 05:34:00,Bujumbura,Bujumbura_District_5,655.3008438379599
2020-01-01 17:23:00,Cankuzo,Cankuzo_District_1,584.2614914835605
2020-01-01 04:14:00,Cibitoke,Cibitoke_District_4,422.8414371972427
2020-01-01 09:13:00,Bururi,Bururi_District_5,358.26464851364324
2020-01-01 17:16:00,Cibitoke,Cibitoke_District_2,526.8596536304939
2020-01-01 12:41:00,Ngozi,Ngozi_District_3,610.1724044812554
2020-01-01 09:51:00,Kayanza,Kayanza_District_1,567.5180817387871
2020-01-01 21:48:00,Kayanza,Kayanza_District_4,879.6302420400536
2020-01-01 17:15:00,Bujumbura,Bujumbura_District_5,610.6937123000721
2020-01-01 02:35:00,Cankuzo,Cankuzo_District_2,556.4982496018386
2020-01-01 11:34:00,Gitega,Gitega_District_3,580.3310550905121
2020-01-01 03:39:00,Muyinga,Muyinga_District_1,302.3040345429263
2020-01-01 11:01:00,Cankuzo,Cankuzo_District_1,399.41721546305274
2020-01-01 04:58:00,Bujumbura,Bujumbura_District_5,633.208811398761
2020-01-01 04:07:00,Kirundo,Kirundo_District_1,441.75816210746245
2020-01-01 10:10:00,Karusi,Karusi_District_1,363.123324280753
2020-01-01 02:35:00,Bujumbura_Rural,Bujumbura_Rural_District_4,456.2435664600396
2020-01-01 21:34:00,Bubanza,Bubanza_District_3,490.49595184332543
2020-01-01 08:00:00,Rumonge,Rumonge_District_3,607.7528448023405
2020-01-01 12:37:00,Rutana,Rutana_District_3,723.9909074556808
2020-01-01 07:51:00,Bubanza,Bubanza_District_2,590.7455442358639
