timestamp,province,consumption_kwh
2024-02-15,Bururi,487.48445047735305
2024-02-15,Cibitoke,427.6142997628371
2024-02-16,Bujumbura,747.1343189324629
2024-02-16,Gitega,632.4589404919426
2024-02-16,Ngozi,286.7148909556185
2024-02-16,Kayanza,717.3776612337418
2024-02-16,Bururi,496.8489006050259
2024-02-16,Cibitoke,507.4098328497901
2024-02-17,Bujumbura,491.4090561348324
2024-02-17,Gitega,518.3352269289198
2024-02-17,Ngozi,653.0502136351064
2024-02-17,Kayanza,512.187928288287
2024-02-17,Bururi,404.5102657127821
2024-02-17,Cibitoke,523.0362076961616
2024-02-18,Bujumbura,718.6394669369928
2024-02-18,Gitega,471.7293084511072
2024-02-18,Ngozi,460.67370334411163
2024-02-18,Kayanza,676.8203589228111
2024-02-18,Bururi,630.2041254898734
2024-02-18,Cibitoke,644.0012928868953
2024-02-19,Bujumbura,708.4677119018536
2024-02-19,Gitega,472.2915643092427
2024-02-19,Ngozi,723.8232275011566
2024-02-19,Kayanza,509.93826356733877
2024-02-19,Bururi,577.7268941484813
2024-02-19,Cibitoke,580.4300833500873
2024-02-20,Bujumbura,469.18223157166597
2024-02-20,Gitega,714.3112535637895
2024-02-20,Ngozi,586.2286105013849
2024-02-20,Kayanza,617.5530382182525
2024-02-20,Bururi,697.7197483390084
2024-02-20,Cibitoke,642.9522201370122
2024-02-21,Bujumbura,586.5720878256894
2024-02-21,Gitega,605.4065330216573
2024-02-21,Ngozi,587.4676085465129
2024-02-21,Kayanza,688.9130785580577
2024-02-21,Bururi,641.6799450370514
2024-02-21,Cibitoke,453.8370580760159
2024-02-22,Bujumbura,591.7978547630202
2024-02-22,Gitega,563.6546303387627
2024-02-22,Ngozi,561.2133980130903
2024-02-22,Kayanza,575.2505425469041
2024-02-22,Bururi,577.9897987083986
2024-02-22,Cibitoke,453.02572423506007
2024-02-23,Bujumbura,632.91914844031
2024-02-23,Gitega,587.0875716016641
2024-02-23,Ngozi,542.3097716239837
2024-02-23,Kayanza,796.1275881634351
2024-02-23,Bururi,482.8341070527852
2024-02-23,Cibitoke,299.99604469312555
2024-02-24,Bujumbura,580.0481602340791
2024-02-24,Gitega,562.0130401183202
2024-02-24,Ngozi,599.5360136181185
2024-02-24,Kayanza,599.730278099688
2024-02-24,Bururi,635.1000649839714
2024-02-24,Cibitoke,534.3861731715975
2024-02-25,Bujumbura,703.8298988508826
2024-02-25,Gitega,475.40196565445393
2024-02-25,Ngozi,614.4510274655769
2024-02-25,Kayanza,485.68684769386147
2024-02-25,Bururi,254.605503396329
2024-02-25,Cibitoke,283.23558612185826
2024-02-26,Bujumbura,640.8902179548087
2024-02-26,Gitega,365.5497730643141
2024-02-26,Ngozi,658.4385964830989
2024-02-26,Kayanza,532.6885480959496
2024-02-26,Bururi,521.8111596698902
2024-02-26,Cibitoke,709.5326481888761
2024-02-27,Bujumbura,628.023942600141
2024-02-27,Gitega,385.75180771027664
2024-02-27,Ngozi,615.1536982068159
2024-02-27,Kayanza,697.5369926996609
2024-02-27,Bururi,449.44987405102063
2024-02-27,Cibitoke,768.539071754472
2024-02-28,Bujumbura,439.0362482118709
2024-02-28,Gitega,410.0301355865528
2024-02-28,Ngozi,589.9286708248588
2024-02-28,Kayanza,577.7020728618902
2024-02-28,Bururi,627.0826210589448
2024-02-28,Cibitoke,507.47039693182455
2024-02-29,Bujumbura,449.56348827867447
2024-02-29,Gitega,447.59839652764003
2024-02-29,Ngozi,337.01151477339323
2024-02-29,Kayanza,431.3421403550737
2024-02-29,Bururi,510.4855485541007
2024-02-29,Cibitoke,511.26284353936137
2024-03-01,Bujumbura,715.3178891652676
2024-03-01,Gitega,561.0452576465465
2024-03-01,Ngozi,459.1255744775519
2024-03-01,Kayanza,368.6903427611498
2024-03-01,Bururi,588.5364716740064
2024-03-01,Cibitoke,540.1994884897942
2024-03-02,Bujumbura,560.7488162101921
2024-03-02,Gitega,425.2883023055106
2024-03-02,Ngozi,687.5834262356302
2024-03-02,Kayanza,439.57766210441423
2024-03-02,Bururi,441.62111059309433
2024-03-02,Cibitoke,442.723058861186
2024-03-03,Bujumbura,355.12132607389833
2024-03-03,Gitega,404.0524038171969
2024-03-03,Ngozi,534.1580458756733
2024-03-03,Kayanza,654.7701634793219
2024-03-03,Bururi,626.1733024727697
2024-03-03,Cibitoke,659.6677909671872
2024-03-04,Bujumbura,369.54630645505347
2024-03-04,Gitega,703.1662120922239
2024-03-04,Ngozi,569.7156216563321
2024-03-04,Kayanza,589.2799315665443
2024-03-04,Bururi,485.7047179557803
2024-03-04,Cibitoke,482.98710566937365
2024-03-05,Bujumbura,527.9286814605664
2024-03-05,Gitega,511.11250821383646
2024-03-05,Ngozi,706.0437095823474
2024-03-05,Kayanza,653.4400567914356
2024-03-05,Bururi,317.2656482312573
2024-03-05,Cibitoke,638.879113839255
2024-03-06,Bujumbura,422.7212494480022
2024-03-06,Gitega,753.4511750624355
2024-03-06,Ngozi,434.36597286004223
2024-03-06,Kayanza,390.28816959536266
2024-03-06,Bururi,360.23246610162846
2024-03-06,Cibitoke,569.4469346891345
2024-03-07,Bujumbura,577.5733567175627
2024-03-07,Gitega,591.1223261588794
2024-03-07,Ngozi,732.5766152950551
2024-03-07,Kayanza,467.2094948735792
2024-03-07,Bururi,682.1803661525158
2024-03-07,Cibitoke,586.403072005873
2024-03-08,Bujumbura,754.7577157306664
2024-03-08,Gitega,410.947509983625
2024-03-08,Ngozi,571.0330231281629
2024-03-08,Kayanza,531.5617429249173
2024-03-08,Bururi,656.6583092882393
2024-03-08,Cibitoke,563.1247641663381
2024-03-09,Bujumbura,627.925349917194
2024-03-09,Gitega,354.465802039635
2024-03-09,Ngozi,506.5690073048977
2024-03-09,Kayanza,738.9654233089676
2024-03-09,Bururi,580.5743674019097
2024-03-09,Cibitoke,716.177173020784
2024-03-10,Bujumbura,493.20136995811293
2024-03-10,Gitega,516.7487656097906
2024-03-10,Ngozi,499.2015052038707
2024-03-10,Kayanza,523.7511415650258
2024-03-10,Bururi,484.1072786985899
2024-03-10,Cibitoke,491.34273215315073
2024-03-11,Bujumbura,591.7125931060827
2024-03-11,Gitega,537.9566293107542
2024-03-11,Ngozi,456.4655222024496
2024-03-11,Kayanza,481.86227536125955
2024-03-11,Bururi,630.4906836434018
2024-03-11,Cibitoke,520.3916123431655
2024-03-12,Bujumbura,435.308201674972
2024-03-12,Gitega,670.9607495562267
2024-03-12,Ngozi,466.6876666304239
2024-03-12,Kayanza,615.1785270190317
2024-03-12,Bururi,776.8385368652628
2024-03-12,Cibitoke,493.91538780062984
2024-03-13,Bujumbura,594.7808740570782
2024-03-13,Gitega,569.3063601062021
2024-03-13,Ngozi,764.6661058264559
2024-03-13,Kayanza,489.72846487737
2024-03-13,Bururi,594.5045661346996
2024-03-13,Cibitoke,652.3871702270839
2024-03-14,Bujumbura,581.6616769282379
2024-03-14,Gitega,495.88170886346467
2024-03-14,Ngozi,782.8223802514914
2024-03-14,Kayanza,866.9719350662202
2024-03-14,Bururi,580.1904582852521
2024-03-14,Cibitoke,403.5557144180186
2024-03-15,Bujumbura,514.8112040727822
2024-03-15,Gitega,442.3299005950544
2024-03-15,Ngozi,616.8961127764155
2024-03-15,Kayanza,654.5701755667196
2024-03-15,Bururi,590.3320073296768
2024-03-15,Cibitoke,496.89652389739956
2024-03-16,Bujumbura,601.7957098228767
2024-03-16,Gitega,472.7905168706978
2024-03-16,Ngozi,554.1738797924545
2024-03-16,Kayanza,321.1448906804317
2024-03-16,Bururi,556.3698246399941
2024-03-16,Cibitoke,655.140345049464
2024-03-17,Bujumbura,751.4379751823891
2024-03-17,Gitega,599.9043989815905
2024-03-17,Ngozi,421.5270167503178
2024-03-17,Kayanza,565.2993382534924
2024-03-17,Bururi,469.09095314454225
2024-03-17,Cibitoke,589.3651814536101
2024-03-18,Bujumbura,466.95160838099036
2024-03-18,Gitega,591.8772821539185
2024-03-18,Ngozi,674.3661842079056
2024-03-18,Kayanza,523.6962664964353
2024-03-18,Bururi,472.4787612117731
2024-03-18,Cibitoke,542.9349598254756
2024-03-19,Bujumbura,457.85792308489494
2024-03-19,Gitega,619.3352011599094
2024-03-19,Ngozi,541.7246673243334
2024-03-19,Kayanza,499.8464211703873
2024-03-19,Bururi,443.9467849324946
2024-03-19,Cibitoke,652.8524547681657
2024-03-20,Bujumbura,555.2191046179731
2024-03-20,Gitega,605.1582441655765
2024-03-20,Ngozi,525.0371760635393
2024-03-20,Kayanza,516.6700244562203
2024-03-20,Bururi,592.4513280128127
2024-03-20,Cibitoke,694.8649466655501
2024-03-21,Bujumbura,534.4369873449231
2024-03-21,Gitega,598.6791061377846
2024-03-21,Ngozi,460.76348335632895
2024-03-21,Kayanza,516.017427617346
2024-03-21,Bururi,671.4600454372688
2024-03-21,Cibitoke,645.081962100052
2024-03-22,Bujumbura,382.8374102192903
2024-03-22,Gitega,322.139855317097
2024-03-22,Ngozi,531.7870334337567
2024-03-22,Kayanza,544.8076682356656
2024-03-22,Bururi,549.5356225097215
2024-03-22,Cibitoke,463.75181163886276
2024-03-23,Bujumbura,784.0741055864667
2024-03-23,Gitega,606.3921953646842
2024-03-23,Ngozi,612.4589733757288
2024-03-23,Kayanza,371.99131943170914
2024-03-23,Bururi,557.2903122179921
2024-03-23,Cibitoke,402.30105366777104
2024-03-24,Bujumbura,302.79214568565635
2024-03-24,Gitega,524.0118701855696
2024-03-24,Ngozi,659.3369185028538
2024-03-24,Kayanza,446.794561363547
2024-03-24,Bururi,351.2557972377854
2024-03-24,Cibitoke,594.2568495130522
2024-03-25,Bujumbura,651.3972357302349
2024-03-25,Gitega,683.2235207289931
2024-03-25,Ngozi,590.3934623865698
2024-03-25,Kayanza,550.0469661241002
2024-03-25,Bururi,156.14256004010988
2024-03-25,Cibitoke,440.0276234693582
2024-03-26,Bujumbura,579.3759732457299
2024-03-26,Gitega,448.3651298204029
2024-03-26,Ngozi,603.2845710870379
2024-03-26,Kayanza,445.18360029712903
2024-03-26,Bururi,606.10984155955
2024-03-26,Cibitoke,551.2452108393645
2024-03-27,Bujumbura,474.0235784500994
2024-03-27,Gitega,536.5074089779598
2024-03-27,Ngozi,455.5701361258785
2024-03-27,Kayanza,648.4745733443399
2024-03-27,Bururi,574.7908435289954
2024-03-27,Cibitoke,708.2494357549429
2024-03-28,Bujumbura,493.6006019973821
2024-03-28,Gitega,469.2209234823707
2024-03-28,Ngozi,702.5306090922084
2024-03-28,Kayanza,395.2816187466826
2024-03-28,Bururi,712.6424059239592
2024-03-28,Cibitoke,562.1661658405484
2024-03-29,Bujumbura,628.3920857760014
2024-03-29,Gitega,672.9242753509496
2024-03-29,Ngozi,612.0670929740295
2024-03-29,Kayanza,519.8838497329365
2024-03-29,Bururi,540.5281586185802
2024-03-29,Cibitoke,715.6746961855517
2024-03-30,Bujumbura,507.4366941427757
2024-03-30,Gitega,434.7035542588238
2024-03-30,Ngozi,420.9739557511798
2024-03-30,Kayanza,556.464205130926
2024-03-30,Bururi,536.3942763150261
2024-03-30,Cibitoke,416.4468798510679
2024-03-31,Bujumbura,457.43055849893136
2024-03-31,Gitega,632.0462619929008
2024-03-31,Ngozi,451.56250880147456
2024-03-31,Kayanza,664.5880218207182
2024-03-31,Bururi,410.0355383378279
2024-03-31,Cibitoke,456.922836650665
2024-04-01,Bujumbura,641.8418130581217
2024-04-01,Gitega,530.9915664053408
2024-04-01,Ngozi,553.2994071098315
2024-04-01,Kayanza,592.2221798064535
2024-04-01,Bururi,483.0818008426679
2024-04-01,Cibitoke,654.6716422401319
2024-04-02,Bujumbura,618.6640205698882
2024-04-02,Gitega,451.351715803411
2024-04-02,Ngozi,677.8525061851441
2024-04-02,Kayanza,550.986063793599
2024-04-02,Bururi,593.5880585858449
2024-04-02,Cibitoke,290.26454930825486
2024-04-03,Bujumbura,689.0562662691231
2024-04-03,Gitega,390.0895780718669
2024-04-03,Ngozi,625.5111332499098
2024-04-03,Kayanza,588.6135680143298
2024-04-03,Bururi,526.8353463540898
2024-04-03,Cibitoke,420.0326901592105
2024-04-04,Bujumbura,389.9615995037787
2024-04-04,Gitega,645.5308359897157
2024-04-04,Ngozi,485.94151458115016
2024-04-04,Kayanza,486.7355417918397
2024-04-04,Bururi,474.03376096453354
2024-04-04,Cibitoke,638.6670518347083
2024-04-05,Bujumbura,541.039705428144
2024-04-05,Gitega,583.7193173073688
2024-04-05,Ngozi,418.7421473378603
2024-04-05,Kayanza,479.6324238031069
2024-04-05,Bururi,585.2438878583539
2024-04-05,Cibitoke,532.5860150431083
2024-04-06,Bujumbura,408.00590488216153
2024-04-06,Gitega,399.16961904432793
2024-04-06,Ngozi,471.13806644610014
2024-04-06,Kayanza,645.9131061216578
2024-04-06,Bururi,383.70352919888836
2024-04-06,Cibitoke,408.8356179905749
2024-04-07,Bujumbura,528.865896188722
2024-04-07,Gitega,512.7855575256958
2024-04-07,Ngozi,400.4292139210332
2024-04-07,Kayanza,602.6910402028503
2024-04-07,Bururi,357.7497857431444
2024-04-07,Cibitoke,643.6769956953369
2024-04-08,Bujumbura,496.01296617795003
2024-04-08,Gitega,566.5122553351273
2024-04-08,Ngozi,653.1445927781256
2024-04-08,Kayanza,628.1882571196887
2024-04-08,Bururi,473.02806392793605
2024-04-08,Cibitoke,483.03823083415216
2024-04-09,Bujumbura,554.9301143737828
2024-04-09,Gitega,449.22876299968385
2024-04-09,Ngozi,587.0290571939165
2024-04-09,Kayanza,623.2393405760681
2024-04-09,Bururi,608.7833582791927
2024-04-09,Cibitoke,377.8137163660827
2024-04-10,Bujumbura,600.6213476498579
2024-04-10,Gitega,421.86770513212707
2024-04-10,Ngozi,452.4825564369328
2024-04-10,Kayanza,440.9864722390423
2024-04-10,Bururi,640.9546531102179
2024-04-10,Cibitoke,627.4762001570765
2024-04-11,Bujumbura,578.8793389780095
2024-04-11,Gitega,380.5382714113382
2024-04-11,Ngozi,613.1071367377674
2024-04-11,Kayanza,545.667840955049
2024-04-11,Bururi,405.52763925595156
2024-04-11,Cibitoke,518.7028720120317
2024-04-12,Bujumbura,589.34730138049
2024-04-12,Gitega,703.3952018158317
2024-04-12,Ngozi,502.99987624109326
2024-04-12,Kayanza,400.6139503469759
2024-04-12,Bururi,460.7395184962933
2024-04-12,Cibitoke,639.7885093890498
2024-04-13,Bujumbura,454.46902997995454
2024-04-13,Gitega,373.6073165529164
2024-04-13,Ngozi,302.93835273382524
2024-04-13,Kayanza,455.6852633207763
2024-04-13,Bururi,650.9926231618634
2024-04-13,Cibitoke,455.6744897986149
2024-04-14,Bujumbura,456.7863806386409
2024-04-14,Gitega,703.1388755835142
2024-04-14,Ngozi,441.72746828803116
2024-04-14,Kayanza,508.62389553304973
2024-04-14,Bururi,494.9985088532136
2024-04-14,Cibitoke,766.6534229632346
2024-04-15,Bujumbura,589.7096478299693
2024-04-15,Gitega,574.4589468758476
2024-04-15,Ngozi,519.3658171347018
2024-04-15,Kayanza,530.5698386036611
2024-04-15,Bururi,480.60517274457925
2024-04-15,Cibitoke,743.6458520731145
2024-04-16,Bujumbura,455.82189681265487
2024-04-16,Gitega,501.8357111172903
2024-04-16,Ngozi,535.9959753837228
2024-04-16,Kayanza,386.0581772246011
2024-04-16,Bururi,495.4812420337218
2024-04-16,Cibitoke,714.1543117347177
2024-04-17,Bujumbura,748.7786964378724
2024-04-17,Gitega,574.6785340705892
2024-04-17,Ngozi,632.1859203855722
2024-04-17,Kayanza,529.3703717147605
2024-04-17,Bururi,511.75545267622635
2024-04-17,Cibitoke,519.9308392058123
2024-04-18,Bujumbura,523.4339702186173
2024-04-18,Gitega,406.186850951859
2024-04-18,Ngozi,476.34263173240674
2024-04-18,Kayanza,543.542343213559
2024-04-18,Bururi,580.6348125941856
2024-04-18,Cibitoke,549.9847997215751
2024-04-19,Bujumbura,482.36917937617227
2024-04-19,Gitega,568.4376390799313
2024-04-19,Ngozi,593.373061333695
2024-04-19,Kayanza,643.1219911743749
2024-04-19,Bururi,625.0428916342918
2024-04-19,Cibitoke,482.6935283488421
2024-04-20,Bujumbura,586.3341157176368
2024-04-20,Gitega,480.5463328210561
2024-04-20,Ngozi,404.23552739968966
2024-04-20,Kayanza,556.8831302787522
2024-04-20,Bururi,463.43055545681534
2024-04-20,Cibitoke,446.6423424274317
2024-04-21,Bujumbura,593.9147165638832
