timestamp,province,district,commercial_keywords
2020-01-01 08:43:00,Bubanza,Bubanza_District_3,126.45919844634628
2020-01-01 09:51:00,Bujumbura,Bujumbura_District_3,80.69532297814526
2020-01-01 14:37:00,Ngozi,Ngozi_District_3,98.74737293670614
2020-01-01 13:28:00,Cibitoke,Cibitoke_District_2,113.65203361821473
2020-01-01 17:08:00,Cibitoke,Cibitoke_District_3,86.94735433362666
2020-01-01 09:59:00,Kayanza,Kayanza_District_5,102.92512793532748
2020-01-01 22:49:00,Ngozi,Ngozi_District_1,95.80468367554886
2020-01-01 07:30:00,Bujumbura_Rural,Bujumbura_Rural_District_1,77.17813284628242
2020-01-01 00:24:00,Bubanza,Bubanza_District_2,115.26766439040142
2020-01-01 05:16:00,Karusi,Karusi_District_1,78.63977572299198
2020-01-01 15:55:00,Bujumbura_Rural,Bujumbura_Rural_District_4,99.3522968015983
2020-01-01 02:47:00,Bururi,Bururi_District_1,96.89226005878137
2020-01-01 07:34:00,Ngozi,Ngozi_District_3,113.24956040397437
2020-01-01 06:36:00,Bururi,Bururi_District_3,79.38110401582675
2020-01-01 22:48:00,Muyinga,Muyinga_District_3,58.49701435777131
2020-01-01 22:12:00,Rumonge,Rumonge_District_3,93.59473621893684
2020-01-01 14:17:00,Makamba,Makamba_District_3,89.19801401362676
2020-01-01 13:29:00,Ruyigi,Ruyigi_District_1,76.35237227360847
2020-01-01 00:37:00,Rumonge,Rumonge_District_4,99.13733982541618
2020-01-01 00:23:00,Bujumbura,Bujumbura_District_3,72.68973345641909
2020-01-01 01:53:00,Muramvya,Muramvya_District_1,78.55644849815918
2020-01-01 07:25:00,Bujumbura_Rural,Bujumbura_Rural_District_3,94.12663573442572
2020-01-01 06:45:00,Gitega,Gitega_District_2,87.3867356943794
2020-01-01 09:10:00,Bujumbura_Rural,Bujumbura_Rural_District_2,80.52902369963398
2020-01-01 04:34:00,Mwaro,Mwaro_District_3,91.2606429079391
2020-01-01 23:56:00,Mwaro,Mwaro_District_4,118.65331814334891
2020-01-01 17:02:00,Bujumbura,Bujumbura_District_1,94.31550587395294
2020-01-01 13:07:00,Gitega,Gitega_District_1,97.50296251260687
2020-01-01 14:34:00,Muramvya,Muramvya_District_2,62.469098431288785
2020-01-01 13:39:00,Ruyigi,Ruyigi_District_1,105.23237640619159
2020-01-01 01:41:00,Muramvya,Muramvya_District_4,54.60240649525462
2020-01-01 06:52:00,Mwaro,Mwaro_District_1,102.23901679497067
2020-01-01 10:20:00,Bururi,Bururi_District_4,94.36041704348764
2020-01-01 09:53:00,Bujumbura_Rural,Bujumbura_Rural_District_3,70.41321239885377
2020-01-01 12:40:00,Mwaro,Mwaro_District_3,91.83592858272186
2020-01-01 03:23:00,Bubanza,Bubanza_District_3,77.37611131576693
2020-01-01 05:40:00,Ngozi,Ngozi_District_1,92.95494318105989
2020-01-01 10:08:00,Rutana,Rutana_District_5,74.55982099475267
2020-01-01 06:09:00,Ngozi,Ngozi_District_2,112.98546293134126
2020-01-01 14:50:00,Makamba,Makamba_District_3,103.75716375209663
2020-01-01 17:36:00,Cibitoke,Cibitoke_District_4,83.9520214116482
2020-01-01 00:14:00,Bujumbura,Bujumbura_District_5,87.05637524665318
2020-01-01 14:38:00,Rumonge,Rumonge_District_1,103.42181125238729
2020-01-01 23:57:00,Cibitoke,Cibitoke_District_1,59.75501303848362
2020-01-01 13:29:00,Cankuzo,Cankuzo_District_4,67.57532402280452
2020-01-01 14:38:00,Muyinga,Muyinga_District_2,74.95650768460348
2020-01-01 15:32:00,Rumonge,Rumonge_District_3,66.59361827565922
2020-01-01 13:30:00,Rumonge,Rumonge_District_3,79.04319451967204
2020-01-01 08:13:00,Bujumbura,Bujumbura_District_4,94.01098606882532
2020-01-01 18:16:00,Karusi,Karusi_District_1,61.44976559908341
2020-01-01 20:11:00,Cankuzo,Cankuzo_District_2,119.81309384098823
2020-01-01 11:09:00,Mwaro,Mwaro_District_1,94.6355236847773
2020-01-01 18:14:00,Cibitoke,Cibitoke_District_2,81.5407608798176
2020-01-01 04:55:00,Kayanza,Kayanza_District_3,115.28144449305239
2020-01-01 16:54:00,Bubanza,Bubanza_District_3,101.14172046966306
2020-01-01 19:40:00,Ngozi,Ngozi_District_4,89.31190033693213
2020-01-01 12:47:00,Rutana,Rutana_District_1,54.62394939183409
2020-01-01 15:18:00,Makamba,Makamba_District_2,114.32266668220596
2020-01-01 08:03:00,Muramvya,Muramvya_District_3,52.40310152227897
2020-01-01 21:59:00,Makamba,Makamba_District_1,83.71761386834221
2020-01-01 21:35:00,Ruyigi,Ruyigi_District_1,90.05430965550897
2020-01-01 00:25:00,Cankuzo,Cankuzo_District_5,85.71574254710042
2020-01-01 06:56:00,Ngozi,Ngozi_District_2,78.72001875099484
2020-01-01 06:39:00,Bujumbura_Rural,Bujumbura_Rural_District_4,125.67969938655375
2020-01-01 05:53:00,Rumonge,Rumonge_District_4,121.49324332535107
2020-01-01 21:17:00,Rutana,Rutana_District_5,88.53814108845427
2020-01-01 01:10:00,Bujumbura,Bujumbura_District_3,79.1303242437916
2020-01-01 18:41:00,Bururi,Bururi_District_1,125.31736667869718
2020-01-01 00:54:00,Bujumbura,Bujumbura_District_5,119.99530712803845
2020-01-01 11:28:00,Karusi,Karusi_District_3,78.78669012635304
2020-01-01 16:20:00,Bujumbura_Rural,Bujumbura_Rural_District_4,111.45810747851301
2020-01-01 17:36:00,Bujumbura,Bujumbura_District_5,86.06700841049825
2020-01-01 17:55:00,Kayanza,Kayanza_District_4,66.59685558686314
2020-01-01 15:58:00,Kirundo,Kirundo_District_3,80.95470722856209
2020-01-01 19:08:00,Kayanza,Kayanza_District_1,93.43301885111983
2020-01-01 16:17:00,Ngozi,Ngozi_District_2,107.98388885445013
2020-01-01 12:21:00,Muyinga,Muyinga_District_2,76.28661209018483
2020-01-01 12:42:00,Cibitoke,Cibitoke_District_1,101.43455571438157
2020-01-01 03:11:00,Rumonge,Rumonge_District_5,92.95459515126657
2020-01-01 08:17:00,Gitega,Gitega_District_3,80.7589715004236
2020-01-01 19:32:00,Cankuzo,Cankuzo_District_1,100.16265202062348
2020-01-01 18:51:00,Karusi,Karusi_District_1,69.97358591047677
2020-01-01 09:01:00,Bubanza,Bubanza_District_3,80.91656874937999
2020-01-01 12:23:00,Karusi,Karusi_District_1,77.36261350794422
2020-01-01 23:18:00,Bururi,Bururi_District_1,70.95394930825917
2020-01-01 01:17:00,Bubanza,Bubanza_District_1,72.8937571050792
2020-01-01 12:57:00,Bujumbura_Rural,Bujumbura_Rural_District_4,88.92133349701531
2020-01-01 03:05:00,Gitega,Gitega_District_2,88.12421238734973
2020-01-01 22:06:00,Rumonge,Rumonge_District_3,47.74422570003517
2020-01-01 13:38:00,Cankuzo,Cankuzo_District_5,95.92155009020512
2020-01-01 05:39:00,Cankuzo,Cankuzo_District_2,85.01362562643416
2020-01-01 21:17:00,Muyinga,Muyinga_District_1,83.8664611323827
2020-01-01 21:34:00,Cankuzo,Cankuzo_District_3,91.33485263068741
2020-01-01 04:41:00,Ruyigi,Ruyigi_District_1,83.81857382591907
2020-01-01 07:35:00,Muramvya,Muramvya_District_4,97.17788556386735
2020-01-01 12:33:00,Rumonge,Rumonge_District_1,72.59610383074306
2020-01-01 05:12:00,Rumonge,Rumonge_District_1,99.080409043225
2020-01-01 18:14:00,Mwaro,Mwaro_District_1,81.17600459371339
2020-01-01 18:16:00,Muramvya,Muramvya_District_1,74.14119741157519
2020-01-01 01:31:00,Cankuzo,Cankuzo_District_4,75.71636423857818
2020-01-01 11:51:00,Rumonge,Rumonge_District_5,95.24678350909937
2020-01-01 01:18:00,Ruyigi,Ruyigi_District_1,102.90940211048381
2020-01-01 19:29:00,Cibitoke,Cibitoke_District_4,88.34068882989777
2020-01-01 00:58:00,Mwaro,Mwaro_District_1,91.41589162588622
2020-01-01 16:10:00,Bururi,Bururi_District_2,108.35341070909854
2020-01-01 23:11:00,Cankuzo,Cankuzo_District_2,103.30564653250269
2020-01-01 12:21:00,Mwaro,Mwaro_District_4,67.10262902363189
2020-01-01 10:31:00,Cankuzo,Cankuzo_District_1,47.24077386205139
2020-01-01 05:23:00,Kayanza,Kayanza_District_1,76.62983911281974
2020-01-01 03:51:00,Muyinga,Muyinga_District_3,91.68729392919707
2020-01-01 12:06:00,Muyinga,Muyinga_District_2,74.53421142006601
2020-01-01 12:41:00,Karusi,Karusi_District_1,120.89872492029939
2020-01-01 20:00:00,Bujumbura_Rural,Bujumbura_Rural_District_1,92.4649704454793
2020-01-01 02:11:00,Makamba,Makamba_District_3,85.26114115405555
2020-01-01 13:30:00,Gitega,Gitega_District_1,108.94840034314399
2020-01-01 15:49:00,Kayanza,Kayanza_District_5,100.82885676697583
2020-01-01 14:17:00,Karusi,Karusi_District_2,82.27993142891316
2020-01-01 00:03:00,Mwaro,Mwaro_District_2,119.94800070825998
2020-01-01 07:46:00,Ngozi,Ngozi_District_3,90.86577624307125
2020-01-01 06:22:00,Gitega,Gitega_District_3,96.88586466634894
2020-01-01 20:06:00,Muyinga,Muyinga_District_3,99.93264652764844
2020-01-01 21:02:00,Bururi,Bururi_District_3,92.83156290573045
2020-01-01 18:55:00,Karusi,Karusi_District_3,81.60049856162277
2020-01-01 01:41:00,Cibitoke,Cibitoke_District_1,90.55601080449112
2020-01-01 00:36:00,Kirundo,Kirundo_District_4,99.49660063303676
2020-01-01 01:15:00,Ngozi,Ngozi_District_2,89.7300590610833
2020-01-01 10:26:00,Kayanza,Kayanza_District_2,101.90467555752895
2020-01-01 10:09:00,Ruyigi,Ruyigi_District_1,98.76888450014077
2020-01-01 22:30:00,Bujumbura,Bujumbura_District_1,112.45747028470606
2020-01-01 22:31:00,Ruyigi,Ruyigi_District_3,123.4471803738376
2020-01-01 02:45:00,Makamba,Makamba_District_2,97.82399173269653
2020-01-01 07:36:00,Ngozi,Ngozi_District_2,81.85382611499205
2020-01-01 13:37:00,Makamba,Makamba_District_1,104.59177445327516
2020-01-01 07:55:00,Bujumbura,Bujumbura_District_3,98.5347458974979
2020-01-01 00:26:00,Mwaro,Mwaro_District_1,88.39714251564894
2020-01-01 01:34:00,Bujumbura,Bujumbura_District_5,87.35895078829786
2020-01-01 21:55:00,Bujumbura_Rural,Bujumbura_Rural_District_1,99.91991426437293
2020-01-01 17:21:00,Kirundo,Kirundo_District_2,88.17940783518789
2020-01-01 06:13:00,Karusi,Karusi_District_2,89.87716365722402
2020-01-01 19:01:00,Ngozi,Ngozi_District_4,94.92121279650576
2020-01-01 17:18:00,Muramvya,Muramvya_District_4,97.57410845730948
2020-01-01 08:38:00,Muyinga,Muyinga_District_3,80.3975887449968
2020-01-01 21:15:00,Bujumbura_Rural,Bujumbura_Rural_District_4,112.07386121430582
2020-01-01 14:32:00,Bujumbura_Rural,Bujumbura_Rural_District_4,86.76924993741991
2020-01-01 20:37:00,Gitega,Gitega_District_1,102.56008314888089
2020-01-01 19:04:00,Mwaro,Mwaro_District_3,81.30869487469316
2020-01-01 01:38:00,Muramvya,Muramvya_District_4,93.95812205800402
2020-01-01 13:28:00,Ngozi,Ngozi_District_1,98.48836840037204
2020-01-01 20:40:00,Makamba,Makamba_District_3,91.70425084724894
2020-01-01 09:22:00,Makamba,Makamba_District_2,77.72601855083774
2020-01-01 21:30:00,Cankuzo,Cankuzo_District_3,96.64944015710174
2020-01-01 16:11:00,Bururi,Bururi_District_3,73.74218946131484
2020-01-01 01:48:00,Bururi,Bururi_District_1,98.36883885815833
2020-01-01 23:45:00,Makamba,Makamba_District_2,90.3851108958632
2020-01-01 03:05:00,Bujumbura_Rural,Bujumbura_Rural_District_3,130.3200749421709
2020-01-01 15:26:00,Muyinga,Muyinga_District_1,82.6521818851471
2020-01-01 07:51:00,Bururi,Bururi_District_3,78.8601028910097
2020-01-01 23:53:00,Kayanza,Kayanza_District_3,80.17669362331704
2020-01-01 16:24:00,Mwaro,Mwaro_District_2,95.98817127959275
2020-01-01 01:03:00,Ngozi,Ngozi_District_4,101.62462107914604
2020-01-01 05:13:00,Cibitoke,Cibitoke_District_1,95.16515451047934
2020-01-01 22:58:00,Rutana,Rutana_District_4,86.10812809617234
2020-01-01 10:52:00,Kirundo,Kirundo_District_4,106.25334177755381
2020-01-01 11:27:00,Kirundo,Kirundo_District_2,94.61488097632339
2020-01-01 05:57:00,Bujumbura,Bujumbura_District_1,85.94091429720402
2020-01-01 02:26:00,Bururi,Bururi_District_2,77.81350271431081
2020-01-01 04:58:00,Makamba,Makamba_District_1,92.17413248057684
2020-01-01 20:22:00,Cibitoke,Cibitoke_District_4,84.07348298014271
2020-01-01 14:25:00,Muyinga,Muyinga_District_3,73.03983158592122
2020-01-01 06:42:00,Cankuzo,Cankuzo_District_5,86.07299957969485
2020-01-01 13:47:00,Bujumbura,Bujumbura_District_1,130.78744972142263
2020-01-01 01:20:00,Rumonge,Rumonge_District_1,71.28418302198074
2020-01-01 17:17:00,Karusi,Karusi_District_2,80.27254110397733
2020-01-01 15:08:00,Cankuzo,Cankuzo_District_2,97.55011774735641
2020-01-01 02:36:00,Ruyigi,Ruyigi_District_2,89.58734575345818
2020-01-01 00:45:00,Bujumbura,Bujumbura_District_1,90.24932220479963
2020-01-01 05:56:00,Muramvya,Muramvya_District_1,103.48125746035264
2020-01-01 18:53:00,Muramvya,Muramvya_District_4,116.77256074231214
2020-01-01 21:39:00,Rutana,Rutana_District_4,55.955482607416116
2020-01-01 22:36:00,Ngozi,Ngozi_District_1,103.48041735333112
2020-01-01 00:06:00,Rutana,Rutana_District_5,99.80053460144494
2020-01-01 06:47:00,Kayanza,Kayanza_District_1,57.27807340703878
2020-01-01 03:08:00,Karusi,Karusi_District_3,56.77250220920761
2020-01-01 17:51:00,Ruyigi,Ruyigi_District_1,87.63231692945605
2020-01-01 02:23:00,Cibitoke,Cibitoke_District_2,110.39111532407014
2020-01-01 01:00:00,Rumonge,Rumonge_District_2,43.03393721209469
2020-01-01 04:55:00,Rumonge,Rumonge_District_3,92.02898683035546
2020-01-01 00:00:00,Ngozi,Ngozi_District_4,97.42788286852661
2020-01-01 18:11:00,Rutana,Rutana_District_2,101.08996033440799
2020-01-01 14:23:00,Ngozi,Ngozi_District_2,119.62973074288644
2020-01-01 22:14:00,Bujumbura_Rural,Bujumbura_Rural_District_4,76.05666065324417
2020-01-01 14:33:00,Kirundo,Kirundo_District_1,100.00267003923324
2020-01-01 13:04:00,Kirundo,Kirundo_District_2,94.32024589094
2020-01-01 08:06:00,Bujumbura,Bujumbura_District_4,100.04004293726717
2020-01-01 17:30:00,Mwaro,Mwaro_District_1,87.70891703534528
2020-01-01 13:28:00,Kayanza,Kayanza_District_3,95.90940186513859
2020-01-01 22:48:00,Bubanza,Bubanza_District_3,85.43640411505486
2020-01-01 02:17:00,Mwaro,Mwaro_District_4,85.81845902245021
2020-01-01 03:34:00,Bujumbura,Bujumbura_District_2,72.14573381682428
2020-01-01 14:55:00,Kirundo,Kirundo_District_2,108.89348514139347
2020-01-01 22:37:00,Bururi,Bururi_District_5,75.3899776682527
2020-01-01 14:23:00,Bujumbura_Rural,Bujumbura_Rural_District_1,106.37637063191913
2020-01-01 11:29:00,Bururi,Bururi_District_2,99.87734675802155
2020-01-01 07:47:00,Rumonge,Rumonge_District_3,100.90489510289078
2020-01-01 12:56:00,Rutana,Rutana_District_5,91.0629174980531
2020-01-01 00:03:00,Bujumbura,Bujumbura_District_4,96.144295213908
2020-01-01 10:43:00,Rutana,Rutana_District_4,113.96900145522987
2020-01-01 05:11:00,Mwaro,Mwaro_District_3,98.39393415636522
2020-01-01 23:06:00,Bubanza,Bubanza_District_2,70.76493967780442
2020-01-01 15:45:00,Kayanza,Kayanza_District_4,76.05814944471035
2020-01-01 03:45:00,Kayanza,Kayanza_District_5,109.92935434610193
2020-01-01 20:57:00,Kirundo,Kirundo_District_2,94.35316790387844
2020-01-01 11:07:00,Cibitoke,Cibitoke_District_2,79.52231558877898
2020-01-01 21:36:00,Muramvya,Muramvya_District_3,108.13337029959567
2020-01-01 05:24:00,Mwaro,Mwaro_District_4,104.27773447359863
2020-01-01 08:43:00,Rumonge,Rumonge_District_3,70.10654725246248
2020-01-01 08:05:00,Muramvya,Muramvya_District_2,109.01299628550242
2020-01-01 21:17:00,Rumonge,Rumonge_District_2,91.26026758908866
2020-01-01 21:33:00,Kirundo,Kirundo_District_3,112.76979658254776
2020-01-01 08:11:00,Bujumbura,Bujumbura_District_4,57.181529610273
2020-01-01 14:12:00,Rumonge,Rumonge_District_4,106.92153646735188
2020-01-01 05:33:00,Bururi,Bururi_District_3,96.89948530751818
2020-01-01 00:46:00,Makamba,Makamba_District_2,102.34372635767079
2020-01-01 14:12:00,Gitega,Gitega_District_2,92.62389035395987
2020-01-01 11:46:00,Cankuzo,Cankuzo_District_1,79.79955389979716
2020-01-01 16:48:00,Bujumbura_Rural,Bujumbura_Rural_District_3,69.46968563316148
2020-01-01 10:09:00,Karusi,Karusi_District_1,111.51204604647447
2020-01-01 14:32:00,Cibitoke,Cibitoke_District_4,88.76113439796168
2020-01-01 14:30:00,Makamba,Makamba_District_1,88.00422493113776
2020-01-01 23:01:00,Makamba,Makamba_District_1,69.0425079560402
2020-01-01 06:08:00,Muyinga,Muyinga_District_1,85.7069578449765
2020-01-01 15:34:00,Ngozi,Ngozi_District_4,69.33425287596603
2020-01-01 16:08:00,Kayanza,Kayanza_District_1,94.38226957313626
2020-01-01 23:54:00,Cibitoke,Cibitoke_District_4,85.17637888424649
2020-01-01 20:42:00,Bururi,Bururi_District_5,69.58983853557663
2020-01-01 09:11:00,Karusi,Karusi_District_2,109.45511254728946
2020-01-01 21:01:00,Bujumbura_Rural,Bujumbura_Rural_District_4,108.372925237448
2020-01-01 13:39:00,Bujumbura_Rural,Bujumbura_Rural_District_2,90.0003207051257
2020-01-01 09:33:00,Bubanza,Bubanza_District_1,94.48583106417053
2020-01-01 12:23:00,Bujumbura_Rural,Bujumbura_Rural_District_4,98.03909934427602
2020-01-01 22:32:00,Rumonge,Rumonge_District_4,104.63372453339313
2020-01-01 00:50:00,Gitega,Gitega_District_3,96.84668460103711
2020-01-01 21:06:00,Karusi,Karusi_District_3,77.22421862990579
2020-01-01 05:34:00,Bujumbura,Bujumbura_District_5,100.06539692223083
2020-01-01 17:23:00,Cankuzo,Cankuzo_District_1,99.78917110467735
2020-01-01 04:14:00,Cibitoke,Cibitoke_District_4,88.21777141342717
2020-01-01 09:13:00,Bururi,Bururi_District_5,71.26707248650152
2020-01-01 17:16:00,Cibitoke,Cibitoke_District_2,90.70376035845445
2020-01-01 12:41:00,Ngozi,Ngozi_District_3,94.3851519095106
2020-01-01 09:51:00,Kayanza,Kayanza_District_1,90.35902057642133
2020-01-01 21:48:00,Kayanza,Kayanza_District_4,129.30375644687547
2020-01-01 17:15:00,Bujumbura,Bujumbura_District_5,95.59123219887611
2020-01-01 02:35:00,Cankuzo,Cankuzo_District_2,94.88313213965338
2020-01-01 11:34:00,Gitega,Gitega_District_3,106.26897646267412
2020-01-01 03:39:00,Muyinga,Muyinga_District_1,60.76803959629702
2020-01-01 11:01:00,Cankuzo,Cankuzo_District_1,68.81453911177505
2020-01-01 04:58:00,Bujumbura,Bujumbura_District_5,113.62981906476924
2020-01-01 04:07:00,Kirundo,Kirundo_District_1,86.03891662311354
2020-01-01 10:10:00,Karusi,Karusi_District_1,71.5641509100263
2020-01-01 02:35:00,Bujumbura_Rural,Bujumbura_Rural_District_4,93.44941839247939
2020-01-01 21:34:00,Bubanza,Bubanza_District_3,105.8470845448643
2020-01-01 08:00:00,Rumonge,Rumonge_District_3,108.25215943771084
2020-01-01 12:37:00,Rutana,Rutana_District_3,121.62538831585212
