timestamp,province,district,data_usage_gb
2020-01-01 09:16:00,Rumonge,Rumonge_District_4,202.02682872471118
2020-01-01 07:20:00,Kayanza,Kayanza_District_3,225.15831085814676
2020-01-01 15:29:00,Gitega,Gitega_District_3,219.39429710042157
2020-01-01 04:45:00,Muramvya,Muramvya_District_1,286.64391098917173
2020-01-01 06:06:00,Makamba,Makamba_District_3,177.69233156747595
2020-01-01 14:56:00,Cibitoke,Cibitoke_District_3,190.3679749217718
2020-01-01 00:40:00,Bubanza,Bubanza_District_1,203.2221029120511
2020-01-01 08:24:00,Bururi,Bururi_District_4,241.64283829045422
2020-01-01 00:40:00,Bururi,Bururi_District_3,139.9645756079657
2020-01-01 19:01:00,Rumonge,Rumonge_District_1,173.06557954943557
2020-01-01 15:23:00,Kirundo,Kirundo_District_3,288.5175732419241
2020-01-01 04:50:00,Mwaro,Mwaro_District_3,118.89089649620668
2020-01-01 03:25:00,Rutana,Rutana_District_4,226.29418331516624
2020-01-01 18:25:00,Ngozi,Ngozi_District_1,248.44196318532215
2020-01-01 18:30:00,Ruyigi,Ruyigi_District_2,88.09053394803466
2020-01-01 22:20:00,Bururi,Bururi_District_4,187.97969384418312
2020-01-01 12:15:00,Rutana,Rutana_District_3,182.96360578577583
2020-01-01 03:53:00,Ngozi,Ngozi_District_2,155.48603041152055
2020-01-01 00:31:00,Makamba,Makamba_District_1,180.76386874025766
2020-01-01 23:51:00,Ngozi,Ngozi_District_4,188.90986834983673
2020-01-01 23:04:00,Ruyigi,Ruyigi_District_3,97.65336213093744
2020-01-01 02:34:00,Bubanza,Bubanza_District_2,209.16619116122658
2020-01-01 15:29:00,Kayanza,Kayanza_District_1,173.8660898000188
2020-01-01 12:16:00,Mwaro,Mwaro_District_4,141.23693402628592
2020-01-01 10:22:00,Kirundo,Kirundo_District_1,228.5887009611407
2020-01-01 10:40:00,Rutana,Rutana_District_2,148.41712930481378
2020-01-01 19:59:00,Muramvya,Muramvya_District_2,264.9971187706124
2020-01-01 17:48:00,Kirundo,Kirundo_District_1,126.11542948639534
2020-01-01 19:27:00,Karusi,Karusi_District_3,168.04363572131803
2020-01-01 02:09:00,Bubanza,Bubanza_District_1,171.20093015638082
2020-01-01 02:42:00,Bujumbura,Bujumbura_District_4,202.46717199021563
2020-01-01 02:53:00,Kirundo,Kirundo_District_3,201.80758723468998
2020-01-01 06:58:00,Bujumbura_Rural,Bujumbura_Rural_District_1,228.0355072007932
2020-01-01 05:10:00,Mwaro,Mwaro_District_4,135.31450472774168
2020-01-01 13:11:00,Bujumbura,Bujumbura_District_1,179.58949912314137
2020-01-01 03:20:00,Gitega,Gitega_District_1,165.27817604522593
2020-01-01 21:46:00,Cankuzo,Cankuzo_District_4,188.97845870423708
2020-01-01 12:52:00,Bubanza,Bubanza_District_1,256.3597021694483
2020-01-01 15:00:00,Muramvya,Muramvya_District_2,143.12399414965157
2020-01-01 18:28:00,Muramvya,Muramvya_District_3,140.6545507407127
2020-01-01 08:43:00,Bubanza,Bubanza_District_3,299.8437402871342
2020-01-01 09:51:00,Bujumbura,Bujumbura_District_3,156.95237921078484
2020-01-01 14:37:00,Ngozi,Ngozi_District_3,242.1590530736665
2020-01-01 13:28:00,Cibitoke,Cibitoke_District_2,265.92785583256807
2020-01-01 17:08:00,Cibitoke,Cibitoke_District_3,176.13764668419486
2020-01-01 09:59:00,Kayanza,Kayanza_District_5,223.73383516106742
2020-01-01 22:49:00,Ngozi,Ngozi_District_1,241.88535333559813
2020-01-01 07:30:00,Bujumbura_Rural,Bujumbura_Rural_District_1,184.62882922836502
2020-01-01 00:24:00,Bubanza,Bubanza_District_2,221.68726631177307
2020-01-01 05:16:00,Karusi,Karusi_District_1,194.41797781067237
2020-01-01 15:55:00,Bujumbura_Rural,Bujumbura_Rural_District_4,226.3833238390307
2020-01-01 02:47:00,Bururi,Bururi_District_1,203.4732028098871
2020-01-01 07:34:00,Ngozi,Ngozi_District_3,240.65312168396392
2020-01-01 06:36:00,Bururi,Bururi_District_3,146.46514232429695
2020-01-01 22:48:00,Muyinga,Muyinga_District_3,135.487151734756
2020-01-01 22:12:00,Rumonge,Rumonge_District_3,207.58822595929306
2020-01-01 14:17:00,Makamba,Makamba_District_3,214.8100899891061
2020-01-01 13:29:00,Ruyigi,Ruyigi_District_1,145.49415639804823
2020-01-01 00:37:00,Rumonge,Rumonge_District_4,219.4506200691801
2020-01-01 00:23:00,Bujumbura,Bujumbura_District_3,174.66257910769562
2020-01-01 01:53:00,Muramvya,Muramvya_District_1,199.77885742104692
2020-01-01 07:25:00,Bujumbura_Rural,Bujumbura_Rural_District_3,226.81069240351593
2020-01-01 06:45:00,Gitega,Gitega_District_2,162.66447521414588
2020-01-01 09:10:00,Bujumbura_Rural,Bujumbura_Rural_District_2,168.40343873181246
2020-01-01 04:34:00,Mwaro,Mwaro_District_3,163.1118736471034
2020-01-01 23:56:00,Mwaro,Mwaro_District_4,296.62651321758955
2020-01-01 17:02:00,Bujumbura,Bujumbura_District_1,210.78597967633877
2020-01-01 13:07:00,Gitega,Gitega_District_1,201.74603567054746
2020-01-01 14:34:00,Muramvya,Muramvya_District_2,149.2401282974391
2020-01-01 13:39:00,Ruyigi,Ruyigi_District_1,249.16263531209754
2020-01-01 01:41:00,Muramvya,Muramvya_District_4,121.62416213381111
2020-01-01 06:52:00,Mwaro,Mwaro_District_1,242.58084322870482
2020-01-01 10:20:00,Bururi,Bururi_District_4,211.4878152194794
2020-01-01 09:53:00,Bujumbura_Rural,Bujumbura_Rural_District_3,119.90499764683605
2020-01-01 12:40:00,Mwaro,Mwaro_District_3,235.90960091600036
2020-01-01 03:23:00,Bubanza,Bubanza_District_3,192.40742757773293
2020-01-01 05:40:00,Ngozi,Ngozi_District_1,163.90576755475666
2020-01-01 10:08:00,Rutana,Rutana_District_5,169.51985092008672
2020-01-01 06:09:00,Ngozi,Ngozi_District_2,260.1588955163222
2020-01-01 14:50:00,Makamba,Makamba_District_3,261.45833697011994
2020-01-01 17:36:00,Cibitoke,Cibitoke_District_4,196.37094382446784
2020-01-01 00:14:00,Bujumbura,Bujumbura_District_5,192.85035972392893
2020-01-01 14:38:00,Rumonge,Rumonge_District_1,264.0347025167151
2020-01-01 23:57:00,Cibitoke,Cibitoke_District_1,122.10566296356167
2020-01-01 13:29:00,Cankuzo,Cankuzo_District_4,132.39135462693207
2020-01-01 14:38:00,Muyinga,Muyinga_District_2,115.6797434278732
2020-01-01 15:32:00,Rumonge,Rumonge_District_3,121.95800577661785
2020-01-01 13:30:00,Rumonge,Rumonge_District_3,136.85402560183468
2020-01-01 08:13:00,Bujumbura,Bujumbura_District_4,232.33039816576752
2020-01-01 18:16:00,Karusi,Karusi_District_1,117.58784311964146
2020-01-01 20:11:00,Cankuzo,Cankuzo_District_2,274.17333343403436
2020-01-01 11:09:00,Mwaro,Mwaro_District_1,199.97165665544276
2020-01-01 18:14:00,Cibitoke,Cibitoke_District_2,153.4461529586846
2020-01-01 04:55:00,Kayanza,Kayanza_District_3,287.28991406540274
2020-01-01 16:54:00,Bubanza,Bubanza_District_3,223.63424336692523
2020-01-01 19:40:00,Ngozi,Ngozi_District_4,185.00354073634094
2020-01-01 12:47:00,Rutana,Rutana_District_1,98.98473788169863
2020-01-01 15:18:00,Makamba,Makamba_District_2,273.76477836688264
2020-01-01 08:03:00,Muramvya,Muramvya_District_3,78.51036226793752
2020-01-01 21:59:00,Makamba,Makamba_District_1,183.46384053148444
2020-01-01 21:35:00,Ruyigi,Ruyigi_District_1,184.8037953485391
2020-01-01 00:25:00,Cankuzo,Cankuzo_District_5,181.2914266358509
2020-01-01 06:56:00,Ngozi,Ngozi_District_2,158.22140616544698
2020-01-01 06:39:00,Bujumbura_Rural,Bujumbura_Rural_District_4,296.5594109013228
2020-01-01 05:53:00,Rumonge,Rumonge_District_4,269.1741810692805
2020-01-01 21:17:00,Rutana,Rutana_District_5,176.03085066389346
2020-01-01 01:10:00,Bujumbura,Bujumbura_District_3,212.48270150792163
2020-01-01 18:41:00,Bururi,Bururi_District_1,244.0462077328809
2020-01-01 00:54:00,Bujumbura,Bujumbura_District_5,295.4896382369204
2020-01-01 11:28:00,Karusi,Karusi_District_3,194.14979775044483
2020-01-01 16:20:00,Bujumbura_Rural,Bujumbura_Rural_District_4,252.93278561614943
2020-01-01 17:36:00,Bujumbura,Bujumbura_District_5,195.41422946496633
2020-01-01 17:55:00,Kayanza,Kayanza_District_4,141.8099165039214
2020-01-01 15:58:00,Kirundo,Kirundo_District_3,163.93994151460788
2020-01-01 19:08:00,Kayanza,Kayanza_District_1,175.7530836741433
2020-01-01 16:17:00,Ngozi,Ngozi_District_2,221.48912112687196
2020-01-01 12:21:00,Muyinga,Muyinga_District_2,140.42110466652383
2020-01-01 12:42:00,Cibitoke,Cibitoke_District_1,271.70675625416465
2020-01-01 03:11:00,Rumonge,Rumonge_District_5,201.04396937090235
2020-01-01 08:17:00,Gitega,Gitega_District_3,174.8892711608137
2020-01-01 19:32:00,Cankuzo,Cankuzo_District_1,220.9733126509438
2020-01-01 18:51:00,Karusi,Karusi_District_1,192.10780831600073
2020-01-01 09:01:00,Bubanza,Bubanza_District_3,208.2396828332071
2020-01-01 12:23:00,Karusi,Karusi_District_1,134.74046272394958
2020-01-01 23:18:00,Bururi,Bururi_District_1,141.25590955389762
2020-01-01 01:17:00,Bubanza,Bubanza_District_1,160.82284692702586
2020-01-01 12:57:00,Bujumbura_Rural,Bujumbura_Rural_District_4,233.61022839996167
2020-01-01 03:05:00,Gitega,Gitega_District_2,169.8055418180577
2020-01-01 22:06:00,Rumonge,Rumonge_District_3,99.5813237671413
2020-01-01 13:38:00,Cankuzo,Cankuzo_District_5,195.96132786376415
2020-01-01 05:39:00,Cankuzo,Cankuzo_District_2,159.0874052763144
2020-01-01 21:17:00,Muyinga,Muyinga_District_1,182.95789487717778
2020-01-01 21:34:00,Cankuzo,Cankuzo_District_3,175.41271235227492
2020-01-01 04:41:00,Ruyigi,Ruyigi_District_1,208.7631133708273
2020-01-01 07:35:00,Muramvya,Muramvya_District_4,177.7520811439765
2020-01-01 12:33:00,Rumonge,Rumonge_District_1,167.2611990944842
2020-01-01 05:12:00,Rumonge,Rumonge_District_1,199.48506557714376
2020-01-01 18:14:00,Mwaro,Mwaro_District_1,148.70733823463885
2020-01-01 18:16:00,Muramvya,Muramvya_District_1,170.69758387190862
2020-01-01 01:31:00,Cankuzo,Cankuzo_District_4,183.55821853148254
2020-01-01 11:51:00,Rumonge,Rumonge_District_5,235.50366684617714
2020-01-01 01:18:00,Ruyigi,Ruyigi_District_1,253.0731264503006
2020-01-01 19:29:00,Cibitoke,Cibitoke_District_4,176.59959439036245
2020-01-01 00:58:00,Mwaro,Mwaro_District_1,224.99076770359957
2020-01-01 16:10:00,Bururi,Bururi_District_2,230.54971571329577
2020-01-01 23:11:00,Cankuzo,Cankuzo_District_2,230.94343298413756
2020-01-01 12:21:00,Mwaro,Mwaro_District_4,128.20768641221466
2020-01-01 10:31:00,Cankuzo,Cankuzo_District_1,90.77940521083462
2020-01-01 05:23:00,Kayanza,Kayanza_District_1,154.98785666301396
2020-01-01 03:51:00,Muyinga,Muyinga_District_3,191.2363060489537
2020-01-01 12:06:00,Muyinga,Muyinga_District_2,144.0395967163501
2020-01-01 12:41:00,Karusi,Karusi_District_1,301.6472103975891
2020-01-01 20:00:00,Bujumbura_Rural,Bujumbura_Rural_District_1,242.39887111218303
2020-01-01 02:11:00,Makamba,Makamba_District_3,231.85369081751298
2020-01-01 13:30:00,Gitega,Gitega_District_1,247.1732527546729
2020-01-01 15:49:00,Kayanza,Kayanza_District_5,231.03460195019898
2020-01-01 14:17:00,Karusi,Karusi_District_2,216.363302490401
2020-01-01 00:03:00,Mwaro,Mwaro_District_2,290.0471800001071
2020-01-01 07:46:00,Ngozi,Ngozi_District_3,216.83275460746697
2020-01-01 06:22:00,Gitega,Gitega_District_3,220.30971965570194
2020-01-01 20:06:00,Muyinga,Muyinga_District_3,220.40232587193674
2020-01-01 21:02:00,Bururi,Bururi_District_3,236.73732956139466
2020-01-01 18:55:00,Karusi,Karusi_District_3,142.0846436162425
2020-01-01 01:41:00,Cibitoke,Cibitoke_District_1,195.17707197274586
2020-01-01 00:36:00,Kirundo,Kirundo_District_4,217.3484209088881
2020-01-01 01:15:00,Ngozi,Ngozi_District_2,208.84884165362095
2020-01-01 10:26:00,Kayanza,Kayanza_District_2,243.70505213051723
2020-01-01 10:09:00,Ruyigi,Ruyigi_District_1,212.8806785502793
2020-01-01 22:30:00,Bujumbura,Bujumbura_District_1,215.91282283762925
2020-01-01 22:31:00,Ruyigi,Ruyigi_District_3,261.29754791861933
2020-01-01 02:45:00,Makamba,Makamba_District_2,169.14746164389618
2020-01-01 07:36:00,Ngozi,Ngozi_District_2,201.27238155262387
2020-01-01 13:37:00,Makamba,Makamba_District_1,249.78939141702628
2020-01-01 07:55:00,Bujumbura,Bujumbura_District_3,185.02039329938117
2020-01-01 00:26:00,Mwaro,Mwaro_District_1,222.4832040382707
2020-01-01 01:34:00,Bujumbura,Bujumbura_District_5,179.61376980546459
2020-01-01 21:55:00,Bujumbura_Rural,Bujumbura_Rural_District_1,245.3365882640768
2020-01-01 17:21:00,Kirundo,Kirundo_District_2,199.25992985141684
2020-01-01 06:13:00,Karusi,Karusi_District_2,199.8240146272897
2020-01-01 19:01:00,Ngozi,Ngozi_District_4,235.99584624730105
2020-01-01 17:18:00,Muramvya,Muramvya_District_4,196.33550529473553
2020-01-01 08:38:00,Muyinga,Muyinga_District_3,122.30621223369366
2020-01-01 21:15:00,Bujumbura_Rural,Bujumbura_Rural_District_4,245.36176797813445
2020-01-01 14:32:00,Bujumbura_Rural,Bujumbura_Rural_District_4,168.0016914487329
2020-01-01 20:37:00,Gitega,Gitega_District_1,226.1830870662831
2020-01-01 19:04:00,Mwaro,Mwaro_District_3,168.91821740720633
2020-01-01 01:38:00,Muramvya,Muramvya_District_4,198.53676401456548
2020-01-01 13:28:00,Ngozi,Ngozi_District_1,244.9086752443069
2020-01-01 20:40:00,Makamba,Makamba_District_3,213.50727474877516
2020-01-01 09:22:00,Makamba,Makamba_District_2,142.8875658933174
2020-01-01 21:30:00,Cankuzo,Cankuzo_District_3,219.3533357900411
2020-01-01 16:11:00,Bururi,Bururi_District_3,155.447997661801
2020-01-01 01:48:00,Bururi,Bururi_District_1,224.65458836415237
2020-01-01 23:45:00,Makamba,Makamba_District_2,196.00204341283938
2020-01-01 03:05:00,Bujumbura_Rural,Bujumbura_Rural_District_3,278.62409985711747
2020-01-01 15:26:00,Muyinga,Muyinga_District_1,149.32771030200664
2020-01-01 07:51:00,Bururi,Bururi_District_3,192.0113781760108
2020-01-01 23:53:00,Kayanza,Kayanza_District_3,215.3054032135183
2020-01-01 16:24:00,Mwaro,Mwaro_District_2,204.1253806127309
2020-01-01 01:03:00,Ngozi,Ngozi_District_4,227.53783264213487
2020-01-01 05:13:00,Cibitoke,Cibitoke_District_1,187.57194681196097
2020-01-01 22:58:00,Rutana,Rutana_District_4,230.63875836768105
2020-01-01 10:52:00,Kirundo,Kirundo_District_4,252.053853457543
2020-01-01 11:27:00,Kirundo,Kirundo_District_2,234.828238624389
2020-01-01 05:57:00,Bujumbura,Bujumbura_District_1,200.3729145794835
2020-01-01 02:26:00,Bururi,Bururi_District_2,139.91983964120516
2020-01-01 04:58:00,Makamba,Makamba_District_1,201.48728638187248
2020-01-01 20:22:00,Cibitoke,Cibitoke_District_4,174.22978451262517
2020-01-01 14:25:00,Muyinga,Muyinga_District_3,150.53140132497614
2020-01-01 06:42:00,Cankuzo,Cankuzo_District_5,194.86432772399039
2020-01-01 13:47:00,Bujumbura,Bujumbura_District_1,305.3321826956424
2020-01-01 01:20:00,Rumonge,Rumonge_District_1,177.1266442749452
2020-01-01 17:17:00,Karusi,Karusi_District_2,173.62028466339552
2020-01-01 15:08:00,Cankuzo,Cankuzo_District_2,209.48308339684533
2020-01-01 02:36:00,Ruyigi,Ruyigi_District_2,186.18531532738697
2020-01-01 00:45:00,Bujumbura,Bujumbura_District_1,199.84207539942798
2020-01-01 05:56:00,Muramvya,Muramvya_District_1,246.08899704345373
2020-01-01 18:53:00,Muramvya,Muramvya_District_4,273.9535489223502
2020-01-01 21:39:00,Rutana,Rutana_District_4,115.06258769861
2020-01-01 22:36:00,Ngozi,Ngozi_District_1,224.34879725972547
2020-01-01 00:06:00,Rutana,Rutana_District_5,243.63591235067446
2020-01-01 06:47:00,Kayanza,Kayanza_District_1,119.94455584274328
2020-01-01 03:08:00,Karusi,Karusi_District_3,150.58290634432348
2020-01-01 17:51:00,Ruyigi,Ruyigi_District_1,211.08494940967478
2020-01-01 02:23:00,Cibitoke,Cibitoke_District_2,248.041525974555
2020-01-01 01:00:00,Rumonge,Rumonge_District_2,121.07810127251027
2020-01-01 04:55:00,Rumonge,Rumonge_District_3,206.20321700919084
2020-01-01 00:00:00,Ngozi,Ngozi_District_4,204.13722715787094
2020-01-01 18:11:00,Rutana,Rutana_District_2,288.2152756306528
2020-01-01 14:23:00,Ngozi,Ngozi_District_2,264.6501736172643
2020-01-01 22:14:00,Bujumbura_Rural,Bujumbura_Rural_District_4,177.40256623688916
2020-01-01 14:33:00,Kirundo,Kirundo_District_1,216.99172367690127
2020-01-01 13:04:00,Kirundo,Kirundo_District_2,188.03489572284917
2020-01-01 08:06:00,Bujumbura,Bujumbura_District_4,239.11151455385817
2020-01-01 17:30:00,Mwaro,Mwaro_District_1,191.5970326150469
2020-01-01 13:28:00,Kayanza,Kayanza_District_3,187.84792021480106
2020-01-01 22:48:00,Bubanza,Bubanza_District_3,206.3067688619166
2020-01-01 02:17:00,Mwaro,Mwaro_District_4,172.44260005449252
2020-01-01 03:34:00,Bujumbura,Bujumbura_District_2,184.0048438382154
2020-01-01 14:55:00,Kirundo,Kirundo_District_2,241.92756998788448
2020-01-01 22:37:00,Bururi,Bururi_District_5,170.14056405250997
2020-01-01 14:23:00,Bujumbura_Rural,Bujumbura_Rural_District_1,221.88254953016084
2020-01-01 11:29:00,Bururi,Bururi_District_2,222.42298258567192
2020-01-01 07:47:00,Rumonge,Rumonge_District_3,234.24862214349017
2020-01-01 12:56:00,Rutana,Rutana_District_5,211.79689427908497
2020-01-01 00:03:00,Bujumbura,Bujumbura_District_4,242.09537449974667
2020-01-01 10:43:00,Rutana,Rutana_District_4,224.99141743208963
2020-01-01 05:11:00,Mwaro,Mwaro_District_3,223.9042281972755
2020-01-01 23:06:00,Bubanza,Bubanza_District_2,214.05144650048376
2020-01-01 15:45:00,Kayanza,Kayanza_District_4,154.70467879486253
2020-01-01 03:45:00,Kayanza,Kayanza_District_5,258.98872673195916
2020-01-01 20:57:00,Kirundo,Kirundo_District_2,182.1304953936766
2020-01-01 11:07:00,Cibitoke,Cibitoke_District_2,184.7954255436347
2020-01-01 21:36:00,Muramvya,Muramvya_District_3,274.32907863385503
2020-01-01 05:24:00,Mwaro,Mwaro_District_4,227.03854228924777
2020-01-01 08:43:00,Rumonge,Rumonge_District_3,157.82455791977938
2020-01-01 08:05:00,Muramvya,Muramvya_District_2,269.8503128565698
2020-01-01 21:17:00,Rumonge,Rumonge_District_2,205.14015490970928
2020-01-01 21:33:00,Kirundo,Kirundo_District_3,255.9709457660278
2020-01-01 08:11:00,Bujumbura,Bujumbura_District_4,98.56575460761378
2020-01-01 14:12:00,Rumonge,Rumonge_District_4,187.30992833619538
2020-01-01 05:33:00,Bururi,Bururi_District_3,206.96193276191784
2020-01-01 00:46:00,Makamba,Makamba_District_2,235.38229234314306
2020-01-01 14:12:00,Gitega,Gitega_District_2,188.92775557957614
2020-01-01 11:46:00,Cankuzo,Cankuzo_District_1,183.94879696952526
2020-01-01 16:48:00,Bujumbura_Rural,Bujumbura_Rural_District_3,165.05799639699057
2020-01-01 10:09:00,Karusi,Karusi_District_1,269.5955084767232
2020-01-01 14:32:00,Cibitoke,Cibitoke_District_4,167.35607777751142
2020-01-01 14:30:00,Makamba,Makamba_District_1,185.91124493358245
2020-01-01 23:01:00,Makamba,Makamba_District_1,193.347551141708
2020-01-01 06:08:00,Muyinga,Muyinga_District_1,179.74381430785934
2020-01-01 15:34:00,Ngozi,Ngozi_District_4,159.8592690232146
2020-01-01 16:08:00,Kayanza,Kayanza_District_1,183.32791874557088
2020-01-01 23:54:00,Cibitoke,Cibitoke_District_4,198.97522246128597
2020-01-01 20:42:00,Bururi,Bururi_District_5,178.32741893796924
2020-01-01 09:11:00,Karusi,Karusi_District_2,268.17115513805413
2020-01-01 21:01:00,Bujumbura_Rural,Bujumbura_Rural_District_4,207.60412042209333
2020-01-01 13:39:00,Bujumbura_Rural,Bujumbura_Rural_District_2,224.2495686706061
2020-01-01 09:33:00,Bubanza,Bubanza_District_1,220.07466216343653
2020-01-01 12:23:00,Bujumbura_Rural,Bujumbura_Rural_District_4,185.6567644316512
2020-01-01 22:32:00,Rumonge,Rumonge_District_4,206.13851957767903
2020-01-01 00:50:00,Gitega,Gitega_District_3,222.83618455084147
2020-01-01 21:06:00,Karusi,Karusi_District_3,153.65027723325753
2020-01-01 05:34:00,Bujumbura,Bujumbura_District_5,239.83125791064856
2020-01-01 17:23:00,Cankuzo,Cankuzo_District_1,202.02329411508055
2020-01-01 04:14:00,Cibitoke,Cibitoke_District_4,229.15683675548553
2020-01-01 09:13:00,Bururi,Bururi_District_5,158.2222573591537
2020-01-01 17:16:00,Cibitoke,Cibitoke_District_2,207.2411818550873
2020-01-01 12:41:00,Ngozi,Ngozi_District_3,197.76701717546155
2020-01-01 09:51:00,Kayanza,Kayanza_District_1,218.65514085326416
2020-01-01 21:48:00,Kayanza,Kayanza_District_4,333.9728639818299
2020-01-01 17:15:00,Bujumbura,Bujumbura_District_5,196.8857861549232
2020-01-01 02:35:00,Cankuzo,Cankuzo_District_2,215.8222187867708
2020-01-01 11:34:00,Gitega,Gitega_District_3,232.3608693148284
2020-01-01 03:39:00,Muyinga,Muyinga_District_1,137.8256692714509
2020-01-01 11:01:00,Cankuzo,Cankuzo_District_1,181.70414562245176
2020-01-01 04:58:00,Bujumbura,Bujumbura_District_5,240.7547542997721
2020-01-01 04:07:00,Kirundo,Kirundo_District_1,160.11585943415025
2020-01-01 10:10:00,Karusi,Karusi_District_1,146.45712800755922
2020-01-01 02:35:00,Bujumbura_Rural,Bujumbura_Rural_District_4,189.51882123646675
2020-01-01 21:34:00,Bubanza,Bubanza_District_3,236.54441980027937
2020-01-01 08:00:00,Rumonge,Rumonge_District_3,259.17598293831537
2020-01-01 12:37:00,Rutana,Rutana_District_3,286.962672760911
